# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Apr  3 08:39:43 2026
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
#
loc_rowid,pl_name,pl_orbsmax,pl_radj,st_mass
16035,Kepler-1669 b,0.0740000000,0.16326195,0.585000
16036,Kepler-1669 b,0.0729000000,0.21411403,0.570000
16037,Kepler-1669 b,,,0.670000
16038,Kepler-1669 c,0.0223000000,0.16147766,0.570000
16039,Kepler-1669 c,0.0228000000,0.14006626,0.609000
16040,Kepler-1669 c,0.0220000000,0.12846842,0.585000
16041,Kepler-1669 c,,,0.670000
16042,Kepler-1669 c,,0.16961486,0.609000
16043,Kepler-1669 c,0.0223000000,0.16147766,0.570000
16044,Kepler-1669 c,0.0223000000,0.16147766,0.570000
16045,Kepler-1669 d,0.0457000000,0.12311557,0.570000
16046,Kepler-1669 d,,,0.670000
16047,Kepler-1669 d,,0.14274269,0.609000
16048,Kepler-1669 d,0.0457000000,0.12311557,0.570000
16049,Kepler-1669 d,0.0468000000,0.10884130,0.609000
16050,Kepler-1669 d,0.0460000000,0.10170416,0.585000
16051,Kepler-1669 d,0.0457000000,0.12311557,0.570000
16052,Kepler-167 b,0.0482000000,0.15255624,0.772000
16053,Kepler-167 b,,,0.783000
16054,Kepler-167 b,0.0480000000,0.12900000,
16055,Kepler-167 b,,0.13649746,0.800000
16056,Kepler-167 b,,0.13551610,
16057,Kepler-167 b,0.0477000000,0.12579199,0.776000
16058,Kepler-167 b,0.0470000000,0.14452697,0.713000
16059,Kepler-167 b,0.0483000000,0.14408065,0.770000
16060,Kepler-167 b,0.0482500000,0.15326996,0.777000
16061,Kepler-167 b,0.0482000000,0.15255624,0.772000
16062,Kepler-167 b,0.0483700000,0.13899569,0.782000
16063,Kepler-167 b,0.0482000000,0.15255624,0.772000
16064,Kepler-167 b,,,0.783000
16065,Kepler-167 b,,,0.783000
16066,Kepler-167 c,,0.14363458,0.800000
16067,Kepler-167 c,0.0683000000,0.15701695,0.772000
16068,Kepler-167 c,0.0660000000,0.13738983,0.713000
16069,Kepler-167 c,0.0684000000,0.13810331,0.770000
16070,Kepler-167 c,0.0680000000,0.12200000,
16071,Kepler-167 c,0.0684000000,0.14934453,0.777000
16072,Kepler-167 c,0.0675000000,0.12222342,0.776000
16073,Kepler-167 c,0.0683000000,0.15701695,0.772000
16074,Kepler-167 c,,,0.783000
16075,Kepler-167 c,,0.13078776,
16076,Kepler-167 c,,,0.783000
16077,Kepler-167 c,0.0683000000,0.15701695,0.772000
16078,Kepler-167 c,,,0.783000
16079,Kepler-167 c,0.0685300000,0.14309954,0.782000
16080,Kepler-167 d,0.1405000000,0.10652155,0.770000
16081,Kepler-167 d,,0.11508609,0.800000
16082,Kepler-167 d,,0.10643233,
16083,Kepler-167 d,,,0.783000
16084,Kepler-167 d,0.1402000000,0.12400771,0.772000
16085,Kepler-167 d,,,0.783000
16086,Kepler-167 d,0.1387000000,0.09902774,0.776000
16087,Kepler-167 d,0.1402000000,0.12400771,0.772000
16088,Kepler-167 d,0.1404000000,0.11044715,0.777000
16089,Kepler-167 d,0.1370000000,0.11776272,0.713000
16090,Kepler-167 d,0.1402000000,0.12400771,0.772000
16091,Kepler-167 d,0.1407700000,0.11258829,0.782000
16092,Kepler-167 d,,,0.783000
16093,Kepler-167 e,1.8810000000,0.99116952,0.772000
16094,Kepler-167 e,1.8830000000,0.90641605,0.777000
16095,Kepler-167 e,1.8900000000,0.90552235,0.770000
16096,Kepler-167 e,,,0.783000
16097,Kepler-167 e,1.8875700000,0.90418569,0.782000
16098,Kepler-167 e,0.8540000000,0.83861327,0.713000
16099,Kepler-167 e,1.8600000000,0.82701543,0.776000
16100,Kepler-167 e,,0.88848247,
16101,Kepler-167 e,,,0.783000
16102,Kepler-167 e,1.8810000000,0.99116952,0.772000
16103,Kepler-1670 b,0.1510000000,0.22303545,1.086000
16104,Kepler-1670 b,0.1510000000,0.22303545,1.086000
16105,Kepler-1670 b,,,1.050000
16106,Kepler-1670 b,0.1510000000,0.22303545,1.086000
16107,Kepler-1670 b,0.1528000000,0.24979970,1.130000
16108,Kepler-1670 b,,0.29944510,1.050000
16109,Kepler-1670 b,0.1520000000,0.24979970,1.120000
16110,Kepler-1670 b,,,1.050000
16111,Kepler-1671 b,0.0494600000,0.09679738,0.928000
16112,Kepler-1671 b,,0.11825977,0.866000
16113,Kepler-1671 b,0.0464000000,0.09367489,0.766000
16114,Kepler-1671 b,0.0464000000,0.09367489,0.766000
16115,Kepler-1671 b,0.0491000000,0.09545917,0.910000
16116,Kepler-1671 b,,,0.866000
16117,Kepler-1671 b,0.0470000000,0.11151772,0.796000
16118,Kepler-1671 b,0.0464000000,0.09367489,0.766000
16119,Kepler-1671 b,,,0.866000
16120,Kepler-1672 b,0.5537400000,0.24069985,0.994000
16121,Kepler-1672 b,0.5800000000,0.31224962,1.140000
16122,Kepler-1672 b,0.5431000000,0.28191680,0.936000
16123,Kepler-1672 b,,,1.160000
16124,Kepler-1672 b,0.5431000000,0.28191680,0.936000
16125,Kepler-1672 b,0.5431000000,0.28191680,0.936000
16126,Kepler-1672 b,,,1.160000
16127,Kepler-1672 b,0.5726000000,0.38986596,1.099000
16128,Kepler-1672 b,,0.26498596,1.160000
16129,Kepler-1673 b,,,1.110000
16130,Kepler-1673 b,0.2114000000,0.23374115,1.100000
16131,Kepler-1673 b,0.2114000000,0.23374115,1.100000
16132,Kepler-1673 b,0.2114000000,0.23374115,1.100000
16133,Kepler-1673 b,0.2136300000,0.24774777,1.138000
16134,Kepler-1673 b,,,1.110000
16135,Kepler-1673 b,0.2127000000,0.24177042,1.122000
16136,Kepler-1673 b,,0.26188950,1.110000
16137,Kepler-1673 b,0.2110000000,0.22303545,1.100000
16138,Kepler-1674 b,0.3008000000,0.31492605,0.925000
16139,Kepler-1674 b,,,0.960000
16140,Kepler-1674 b,,0.28600008,0.960000
16141,Kepler-1674 b,0.3008000000,0.31492605,0.925000
16142,Kepler-1674 b,0.3017000000,0.31581819,0.937000
16143,Kepler-1674 b,0.3008000000,0.31492605,0.925000
16144,Kepler-1674 b,0.3020000000,0.26764253,0.940000
16145,Kepler-1674 b,,,0.960000
16146,Kepler-1675 b,0.3130000000,0.24979970,1.023000
16147,Kepler-1675 b,0.3218500000,0.23980771,1.118000
16148,Kepler-1675 b,,0.27877897,1.060000
16149,Kepler-1675 b,,,1.060000
16150,Kepler-1675 b,,,1.060000
16151,Kepler-1675 b,0.3235000000,0.24355471,1.137000
16152,Kepler-1675 b,0.3076000000,0.23106472,0.976000
16153,Kepler-1675 b,0.3235000000,0.24355471,1.137000
16154,Kepler-1675 b,0.3235000000,0.24355471,1.137000
16155,Kepler-1676 b,0.1954000000,0.27567181,1.109000
16156,Kepler-1676 b,0.1931000000,0.16772265,1.070000
16157,Kepler-1676 b,,0.30127216,
16158,Kepler-1676 b,0.1931000000,0.16772265,1.070000
16159,Kepler-1676 b,0.1931000000,0.16772265,1.070000
16160,Kepler-1676 b,0.1930000000,0.18734977,1.070000
16161,Kepler-1676 b,,,
16162,Kepler-1677 b,,0.24107073,1.110000
16163,Kepler-1677 b,0.1634000000,0.20608475,1.195000
16164,Kepler-1677 b,,,1.110000
16165,Kepler-1677 b,0.1590000000,0.17664407,1.090000
16166,Kepler-1677 b,0.1634000000,0.20608475,1.195000
16167,Kepler-1677 b,,,1.110000
16168,Kepler-1677 b,0.1599000000,0.20546025,1.119000
16169,Kepler-1677 b,0.1624000000,0.23820186,1.174000
16170,Kepler-1677 b,0.1634000000,0.20608475,1.195000
16171,Kepler-1678 b,0.5407000000,0.30600463,0.961000
16172,Kepler-1678 b,,,1.030000
16173,Kepler-1678 b,0.5560000000,0.31224962,1.048000
16174,Kepler-1678 b,0.5407000000,0.30600463,0.961000
16175,Kepler-1678 b,,0.29478299,1.030000
16176,Kepler-1678 b,0.5302000000,0.29708321,0.905000
16177,Kepler-1678 b,,,1.030000
16178,Kepler-1678 b,0.5407000000,0.30600463,0.961000
16179,Kepler-1679 b,0.0892000000,0.19448691,0.996000
16180,Kepler-1679 b,,0.18460198,0.960000
16181,Kepler-1679 b,0.0892000000,0.16683051,0.996000
16182,Kepler-1679 b,0.0892000000,0.19448691,0.996000
16183,Kepler-1679 b,0.0892000000,0.19448691,0.996000
16184,Kepler-1679 b,,,0.960000
16185,Kepler-1679 b,0.0880000000,0.19627119,0.969000
16186,Kepler-1679 b,,,0.960000
16187,Kepler-168 b,,,1.120000
16188,Kepler-168 b,0.0550000000,0.13917412,1.120000
16189,Kepler-168 b,,,1.120000
16190,Kepler-168 b,0.0547000000,0.14541911,1.113000
16191,Kepler-168 b,,0.18913373,1.300000
16192,Kepler-168 b,,0.16540280,
16193,Kepler-168 b,0.0543000000,0.13738983,1.089000
16194,Kepler-168 b,0.0560000000,0.13000000,
16195,Kepler-168 b,0.0543000000,0.13738983,1.089000
16196,Kepler-168 b,0.0543000000,0.13738983,1.089000
16197,Kepler-168 c,0.1125000000,0.24890756,1.089000
16198,Kepler-168 c,,,1.120000
16199,Kepler-168 c,0.1125000000,0.24890756,1.089000
16200,Kepler-168 c,,0.29824248,
16201,Kepler-168 c,0.1133000000,0.26228968,1.113000
16202,Kepler-168 c,,,1.120000
16203,Kepler-168 c,0.1125000000,0.24890756,1.089000
16204,Kepler-168 c,,0.33098403,1.300000
16205,Kepler-168 c,0.1130000000,0.24979970,1.120000
16206,Kepler-168 c,0.1160000000,0.24000000,
16207,Kepler-168 c,,,1.120000
16208,Kepler-1680 b,0.0784000000,0.12668413,0.832000
16209,Kepler-1680 b,,0.12129069,0.834000
16210,Kepler-1680 b,0.0810000000,0.24979970,0.920000
16211,Kepler-1680 b,,,0.834000
16212,Kepler-1680 b,0.0784000000,0.12668413,0.832000
16213,Kepler-1680 b,0.0784000000,0.15612481,0.832000
16214,Kepler-1680 b,0.0784000000,0.12668413,0.832000
16215,Kepler-1680 b,0.0764200000,0.09929538,0.772000
16216,Kepler-1680 b,,,0.834000
16217,Kepler-1681 b,0.2985000000,0.16415409,0.724000
16218,Kepler-1681 b,,,
16219,Kepler-1681 b,0.2985000000,0.16415409,0.724000
16220,Kepler-1681 b,0.3210000000,0.18734977,0.900000
16221,Kepler-1681 b,0.2985000000,0.16415409,0.724000
16222,Kepler-1681 b,,0.22778283,
16223,Kepler-1681 b,,,
16224,Kepler-1681 b,0.3200000000,0.27121110,0.893000
16225,Kepler-1682 b,,,0.990000
16226,Kepler-1682 b,0.1152000000,0.30957320,0.926000
16227,Kepler-1682 b,0.1152000000,0.30957320,0.926000
16228,Kepler-1682 b,0.1160000000,0.25872112,0.930000
16229,Kepler-1682 b,0.1152000000,0.30957320,0.926000
16230,Kepler-1682 b,,,0.990000
16231,Kepler-1682 b,,0.25777575,0.990000
16232,Kepler-1682 b,0.1134000000,0.22660401,0.882000
16233,Kepler-1683 b,,0.16725646,0.950000
16234,Kepler-1683 b,0.1120000000,0.17842836,0.826000
16235,Kepler-1683 b,,,0.950000
16236,Kepler-1683 b,,,0.950000
16237,Kepler-1683 b,0.1155000000,0.17129122,0.909000
16238,Kepler-1683 b,0.1155000000,0.17129122,0.909000
16239,Kepler-1683 b,0.1155000000,0.17129122,0.909000
16240,Kepler-1683 b,0.1182000000,0.15166410,0.972000
16241,Kepler-1684 b,,,0.750000
16242,Kepler-1684 b,0.2259000000,0.32295532,0.672000
16243,Kepler-1684 b,0.2259000000,0.32295532,0.672000
16244,Kepler-1684 b,0.2253000000,0.25782897,0.669000
16245,Kepler-1684 b,0.2240000000,0.26407397,0.654000
16246,Kepler-1684 b,,,0.750000
16247,Kepler-1684 b,,0.25611990,0.750000
16248,Kepler-1684 b,0.2259000000,0.32295532,0.672000
16249,Kepler-1685 b,,,0.960000
16250,Kepler-1685 b,0.1485000000,0.20876118,1.038000
16251,Kepler-1685 b,,0.22988133,0.960000
16252,Kepler-1685 b,0.1485000000,0.27388753,1.038000
16253,Kepler-1685 b,0.1485000000,0.27388753,1.038000
16254,Kepler-1685 b,0.1470000000,0.19627119,1.010000
16255,Kepler-1685 b,0.1485000000,0.27388753,1.038000
16256,Kepler-1685 b,,,0.960000
16257,Kepler-1686 b,0.0890000000,0.08921418,1.070000
16258,Kepler-1686 b,0.0882700000,0.10429137,1.057000
16259,Kepler-1686 b,0.0866000000,0.10348845,0.996000
16260,Kepler-1686 b,0.0866000000,0.10794916,0.996000
16261,Kepler-1686 b,0.0866000000,0.10348845,0.996000
16262,Kepler-1686 b,,,1.020000
16263,Kepler-1686 b,,0.12717728,1.020000
16264,Kepler-1686 b,0.0866000000,0.10348845,0.996000
16265,Kepler-1687 b,0.0530000000,0.10259630,0.584000
16266,Kepler-1687 b,0.0522000000,0.11954700,0.565000
16267,Kepler-1687 b,0.0522000000,0.11954700,0.565000
16268,Kepler-1687 b,,,0.650000
16269,Kepler-1687 b,,0.11954700,
16270,Kepler-1687 b,,0.14775973,0.650000
16271,Kepler-1687 b,0.0532000000,0.13382127,0.599000
16272,Kepler-1687 b,0.0522000000,0.11954700,0.565000
16273,Kepler-1688 b,0.0550000000,0.20519261,0.690000
16274,Kepler-1688 b,,,
16275,Kepler-1688 b,0.0608000000,0.22571187,0.949000
16276,Kepler-1688 b,,0.11256541,
16277,Kepler-1688 b,0.0577000000,0.12936056,0.814000
16278,Kepler-1688 b,,,
16279,Kepler-1688 b,0.0608000000,0.22571187,0.949000
16280,Kepler-1688 b,0.0608000000,0.22571187,0.949000
16281,Kepler-1689 b,0.0820000000,0.07940062,1.017000
16282,Kepler-1689 b,,0.08446663,1.023000
16283,Kepler-1689 b,0.0784000000,0.07270956,0.893000
16284,Kepler-1689 b,0.0791000000,0.07493991,0.916000
16285,Kepler-1689 b,,,1.023000
16286,Kepler-1689 b,0.0791000000,0.07493991,0.916000
16287,Kepler-1689 b,0.0798000000,0.07137134,0.940000
16288,Kepler-1689 b,0.0791000000,0.07493991,0.916000
16289,Kepler-169 b,0.0400000000,0.10616487,0.806000
16290,Kepler-169 b,0.0420000000,0.29886750,0.918000
16291,Kepler-169 b,,,0.810000
16292,Kepler-169 b,0.0402900000,0.08948182,0.825000
16293,Kepler-169 b,0.0400000000,0.10100000,
16294,Kepler-169 b,,,0.810000
16295,Kepler-169 b,0.0407000000,0.11597843,0.850000
16296,Kepler-169 b,0.0407000000,0.11597843,0.850000
16297,Kepler-169 b,,0.10250691,
16298,Kepler-169 b,0.0407000000,0.11597843,0.850000
16299,Kepler-169 b,,0.09902757,0.840000
16300,Kepler-169 c,0.0626000000,0.13114484,0.850000
16301,Kepler-169 c,0.0626000000,0.13114484,0.850000
16302,Kepler-169 c,,0.10616469,0.840000
16303,Kepler-169 c,0.0619300000,0.10143652,0.825000
16304,Kepler-169 c,,,0.810000
16305,Kepler-169 c,,0.11776251,
16306,Kepler-169 c,,,0.810000
16307,Kepler-169 c,0.0620000000,0.10800000,
16308,Kepler-169 c,0.0626000000,0.13114484,0.850000
16309,Kepler-169 c,0.0614000000,0.12222342,0.806000
16310,Kepler-169 c,,,0.810000
16311,Kepler-169 c,0.0640000000,0.29440679,0.918000
16312,Kepler-169 d,0.0763000000,0.17039908,0.850000
16313,Kepler-169 d,,0.12436435,
16314,Kepler-169 d,0.0750000000,0.12936056,0.806000
16315,Kepler-169 d,0.0755700000,0.13203698,0.825000
16316,Kepler-169 d,,,0.810000
16317,Kepler-169 d,,,0.810000
16318,Kepler-169 d,,0.14452672,0.840000
16319,Kepler-169 d,0.0780000000,0.33544531,0.918000
16320,Kepler-169 d,0.0763000000,0.17039908,0.850000
16321,Kepler-169 d,,,0.810000
16322,Kepler-169 d,0.0763000000,0.17039908,0.850000
16323,Kepler-169 d,0.0750000000,0.11200000,
16324,Kepler-169 e,,,0.810000
16325,Kepler-169 e,,0.19234544,
16326,Kepler-169 e,0.1046000000,0.19983976,0.806000
16327,Kepler-169 e,0.1090000000,0.53885364,0.918000
16328,Kepler-169 e,0.1065000000,0.24533899,0.850000
16329,Kepler-169 e,0.1065000000,0.24533899,0.850000
16330,Kepler-169 e,0.1054700000,0.18949091,0.825000
16331,Kepler-169 e,,0.20519226,0.840000
16332,Kepler-169 e,,,0.810000
16333,Kepler-169 e,0.1050000000,0.19600000,
16334,Kepler-169 e,,,0.810000
16335,Kepler-169 e,0.1065000000,0.24533899,0.850000
16336,Kepler-169 f,0.3644000000,0.27834824,0.850000
16337,Kepler-169 f,,,0.810000
16338,Kepler-169 f,,,0.810000
16339,Kepler-169 f,,,0.810000
16340,Kepler-169 f,0.3579000000,0.26318183,0.806000
16341,Kepler-169 f,,0.25363547,
16342,Kepler-169 f,0.3590000000,0.23000000,
16343,Kepler-169 f,,0.22749576,0.840000
16344,Kepler-169 f,0.3644000000,0.27834824,0.850000
16345,Kepler-169 f,0.3607800000,0.21509538,0.825000
16346,Kepler-169 f,0.3740000000,0.65304778,0.918000
16347,Kepler-169 f,0.3644000000,0.27834824,0.850000
16348,Kepler-1690 b,0.7210000000,0.29440679,0.908000
16349,Kepler-1690 b,,0.25078885,0.940000
16350,Kepler-1690 b,0.7097000000,0.22838830,0.867000
16351,Kepler-1690 b,,,0.940000
16352,Kepler-1690 b,0.7143000000,0.22392759,0.882000
16353,Kepler-1690 b,0.7143000000,0.22392759,0.882000
16354,Kepler-1690 b,,,0.940000
16355,Kepler-1690 b,0.7143000000,0.22392759,0.882000
16356,Kepler-1691 b,0.0500000000,0.14631125,1.140000
16357,Kepler-1691 b,0.0514000000,0.15523267,1.221000
16358,Kepler-1691 b,,,1.110000
16359,Kepler-1691 b,0.0495000000,0.15344839,1.094000
16360,Kepler-1691 b,0.0514000000,0.15523267,1.221000
16361,Kepler-1691 b,0.0514000000,0.15523267,1.221000
16362,Kepler-1691 b,,0.16368185,1.110000
16363,Kepler-1692 b,,0.09918564,0.870000
16364,Kepler-1692 b,0.0646000000,0.08921418,1.012000
16365,Kepler-1692 b,0.0646000000,0.08921418,1.012000
16366,Kepler-1692 b,,,0.870000
16367,Kepler-1692 b,0.0646000000,0.09099846,1.012000
16368,Kepler-1692 b,0.0646000000,0.08921418,1.012000
16369,Kepler-1692 b,0.0600000000,0.08653775,0.821000
16370,Kepler-1693 b,0.1010000000,0.09813560,0.943000
16371,Kepler-1693 b,,0.11503115,0.950000
16372,Kepler-1693 b,0.1011000000,0.12400771,0.941000
16373,Kepler-1693 b,0.1015000000,0.09991988,0.950000
16374,Kepler-1693 b,0.1015000000,0.09991988,0.950000
16375,Kepler-1693 b,0.1015000000,0.09991988,0.950000
16376,Kepler-1693 b,,,0.950000
16377,Kepler-1693 c,0.0590000000,0.08475347,0.950000
16378,Kepler-1693 c,0.0590000000,0.08475347,0.950000
16379,Kepler-1693 c,0.0590000000,0.08475347,0.950000
16380,Kepler-1693 c,,0.08716073,0.941000
16381,Kepler-1693 c,,,0.950000
16382,Kepler-1693 c,0.0590000000,0.07940062,0.943000
16383,Kepler-1693 c,0.0588000000,0.10259630,0.941000
16384,Kepler-1694 b,0.0449000000,0.10081202,0.795000
16385,Kepler-1694 b,0.0426000000,0.07672419,0.675000
16386,Kepler-1694 b,0.0450000000,0.08564561,0.781000
16387,Kepler-1694 b,0.0426000000,0.07672419,0.675000
16388,Kepler-1694 b,,0.10526009,0.820000
16389,Kepler-1694 b,,,0.820000
16390,Kepler-1694 b,0.0426000000,0.07672419,0.675000
16391,Kepler-1695 b,0.0529000000,0.08653775,0.890000
16392,Kepler-1695 b,0.0526000000,0.09189060,0.865000
16393,Kepler-1695 b,0.0540000000,0.09635131,0.923000
16394,Kepler-1695 b,0.0526000000,0.09189060,0.865000
16395,Kepler-1695 b,,,0.960000
16396,Kepler-1695 b,0.0526000000,0.09189060,0.865000
16397,Kepler-1695 b,,0.09987412,0.960000
16398,Kepler-1696 b,,,1.020000
16399,Kepler-1696 b,,,1.020000
16400,Kepler-1696 b,,0.25067537,1.020000
16401,Kepler-1696 b,0.3244000000,0.20786903,1.047000
16402,Kepler-1696 b,0.3245000000,0.20965332,1.047000
16403,Kepler-1696 b,0.3245000000,0.20965332,1.047000
16404,Kepler-1696 b,0.3245000000,0.20965332,1.047000
16405,Kepler-1697 b,0.2008000000,0.19002620,0.962000
16406,Kepler-1697 b,0.2008000000,0.19002620,0.962000
16407,Kepler-1697 b,,,0.747000
16408,Kepler-1697 b,0.2008000000,0.26496611,0.962000
16409,Kepler-1697 b,,0.11236931,0.747000
16410,Kepler-1697 b,0.2008000000,0.19002620,0.962000
16411,Kepler-1697 b,,,0.747000
16412,Kepler-1698 b,0.0199000000,16.12278626,0.717000
16413,Kepler-1698 b,,0.09574064,0.822000
16414,Kepler-1698 b,0.0203000000,0.08832204,0.756000
16415,Kepler-1698 b,0.0199000000,16.12278626,0.717000
16416,Kepler-1698 b,,,0.822000
16417,Kepler-1698 b,0.0199000000,16.12278626,0.717000
16418,Kepler-1698 b,0.0206500000,15.41371197,0.801000
16419,Kepler-1698 b,,,0.822000
16420,Kepler-1699 b,,,
16421,Kepler-1699 b,,,
16422,Kepler-1699 b,0.0417000000,0.12579199,0.791000
16423,Kepler-1699 b,0.0418000000,0.11776272,0.810000
16424,Kepler-1699 b,0.0417000000,0.12579199,0.791000
16425,Kepler-1699 b,,0.13977262,
16426,Kepler-1699 b,0.0417000000,0.12579199,0.791000
16427,Kepler-17 b,,1.32559286,
16428,Kepler-17 b,,1.27923990,
16429,Kepler-17 b,0.0268000000,1.33000000,1.160000
16430,Kepler-17 b,0.0260500000,1.31000000,1.066000
16431,Kepler-17 b,0.0257000000,1.32036984,1.021000
16432,Kepler-17 b,0.0257000000,1.29182130,1.021000
16433,Kepler-17 b,0.0257000000,1.32036984,1.021000
16434,Kepler-17 b,0.0259100000,1.31000000,1.040000
16435,Kepler-17 b,0.0257000000,1.32036984,1.021000
16436,Kepler-17 b,0.0261300000,1.28655766,1.077000
16437,Kepler-17 b,,1.30698546,1.030000
16438,Kepler-17 b,,,1.040000
16439,Kepler-17 b,,,1.040000
16440,Kepler-17 b,0.0260000000,1.32215412,1.119000
16441,Kepler-17 b,,,1.040000
16442,Kepler-170 b,0.0800000000,0.27210324,1.086000
16443,Kepler-170 b,0.0800000000,0.26228968,1.081000
16444,Kepler-170 b,,,0.960000
16445,Kepler-170 b,,0.26451958,
16446,Kepler-170 b,,0.27500000,1.080000
16447,Kepler-170 b,,,0.960000
16448,Kepler-170 b,0.0800000000,0.26228968,1.081000
16449,Kepler-170 b,,0.26228923,1.030000
16450,Kepler-170 b,,,0.960000
16451,Kepler-170 b,0.0795300000,0.26184361,1.066000
16452,Kepler-170 b,0.0800000000,0.26228968,1.081000
16453,Kepler-170 b,0.0800000000,0.30689677,1.089000
16454,Kepler-170 b,0.0800000000,0.28500000,
16455,Kepler-170 c,,,0.960000
16456,Kepler-170 c,,0.24747970,
16457,Kepler-170 c,0.1310000000,0.25500000,
16458,Kepler-170 c,0.1312000000,0.24266256,1.081000
16459,Kepler-170 c,,0.24355429,1.030000
16460,Kepler-170 c,,,1.080000
16461,Kepler-170 c,0.1310000000,0.29529893,1.089000
16462,Kepler-170 c,0.1312000000,0.24266256,1.081000
16463,Kepler-170 c,0.1304800000,0.24266256,1.066000
16464,Kepler-170 c,0.1313000000,0.25426041,1.086000
16465,Kepler-170 c,0.1312000000,0.24266256,1.081000
16466,Kepler-170 c,,,0.960000
16467,Kepler-170 c,,,0.960000
16468,Kepler-1700 b,0.8017000000,0.28013252,1.249000
16469,Kepler-1700 b,0.8017000000,0.28013252,1.249000
16470,Kepler-1700 b,,,1.120000
16471,Kepler-1700 b,0.8017000000,0.28013252,1.249000
16472,Kepler-1700 b,,,1.120000
16473,Kepler-1700 b,,0.25883660,1.120000
16474,Kepler-1700 b,0.7609400000,0.25729369,1.070000
16475,Kepler-1700 b,0.7576000000,0.30422035,1.055000
16476,Kepler-1701 b,,,0.870000
16477,Kepler-1701 b,0.5608000000,0.19716333,0.820000
16478,Kepler-1701 b,0.5689000000,0.17753621,0.864000
16479,Kepler-1701 b,,,0.870000
16480,Kepler-1701 b,,0.19822126,0.870000
16481,Kepler-1701 b,0.5689000000,0.17753621,0.864000
16482,Kepler-1701 b,0.5738000000,0.17914207,0.880000
16483,Kepler-1701 b,0.5689000000,0.17753621,0.864000
16484,Kepler-1702 b,0.1281000000,0.13917412,0.829000
16485,Kepler-1702 b,0.1281000000,0.13917412,0.829000
16486,Kepler-1702 b,0.1281000000,0.13917412,0.829000
16487,Kepler-1702 b,,,0.850000
16488,Kepler-1702 b,,0.14291265,0.850000
16489,Kepler-1702 b,0.1275000000,0.14452697,0.815000
16490,Kepler-1704 b,1.4670000000,0.92782745,1.167000
16491,Kepler-1704 b,,,1.020000
16492,Kepler-1704 b,2.0091000000,0.96440526,1.105000
16493,Kepler-1704 b,2.0717700000,1.02069941,1.210000
16494,Kepler-1704 b,2.0091000000,0.96440526,1.105000
16495,Kepler-1704 b,2.0270000000,1.06600000,1.132000
16496,Kepler-1705 b,0.0800000000,0.09545917,0.838000
16497,Kepler-1705 b,0.0800000000,0.09545917,0.838000
16498,Kepler-1705 b,,0.18110478,1.139000
16499,Kepler-1705 b,,,1.270000
16500,Kepler-1705 c,,0.18288907,1.139000
16501,Kepler-1708 b,1.6400000000,0.88857321,1.088000
16502,Kepler-1709 b,0.3251000000,0.22928044,1.057000
16503,Kepler-1709 b,,,1.039000
16504,Kepler-1709 b,0.3251000000,0.22928044,1.057000
16505,Kepler-1709 b,0.3270400000,0.25167320,1.080000
16506,Kepler-1709 b,0.3192000000,0.24801541,1.003000
16507,Kepler-1709 b,0.3251000000,0.22928044,1.057000
16508,Kepler-1709 b,0.3270000000,0.29619107,1.080000
16509,Kepler-1709 b,,0.27872728,1.003000
16510,Kepler-1709 b,,,1.039000
16511,Kepler-171 b,0.0491000000,0.21768259,0.908000
16512,Kepler-171 b,,0.28548488,1.070000
16513,Kepler-171 b,0.0500000000,0.20251618,0.931000
16514,Kepler-171 b,0.0500000000,0.20900000,
16515,Kepler-171 b,0.0491000000,0.21768259,0.908000
16516,Kepler-171 b,,,0.970000
16517,Kepler-171 b,0.0492000000,0.24444685,0.914000
16518,Kepler-171 b,,0.24292979,
16519,Kepler-171 b,0.0503500000,0.24185964,0.978000
16520,Kepler-171 b,0.0491000000,0.21768259,0.908000
16521,Kepler-171 b,,,0.970000
16522,Kepler-171 b,,,0.970000
16523,Kepler-171 c,0.0966000000,0.26764253,0.914000
16524,Kepler-171 c,,0.30689624,1.070000
16525,Kepler-171 c,,,0.970000
16526,Kepler-171 c,0.0970000000,0.24979970,0.931000
16527,Kepler-171 c,,,0.970000
16528,Kepler-171 c,0.0963000000,0.23552543,0.908000
16529,Kepler-171 c,0.0988200000,0.26077304,0.978000
16530,Kepler-171 c,,0.26585779,
16531,Kepler-171 c,0.0980000000,0.22800000,
16532,Kepler-171 c,0.0963000000,0.23552543,0.908000
16533,Kepler-171 c,,,0.970000
16534,Kepler-171 c,0.0963000000,0.23552543,0.908000
16535,Kepler-171 d,0.2258300000,0.18244299,0.978000
16536,Kepler-171 d,,,0.970000
16537,Kepler-171 d,0.2202000000,0.16415409,0.908000
16538,Kepler-171 d,0.2220000000,0.17307551,0.931000
16539,Kepler-171 d,0.2208000000,0.19805548,0.914000
16540,Kepler-171 d,0.2202000000,0.16415409,0.908000
16541,Kepler-171 d,0.2230000000,0.16900000,
16542,Kepler-171 d,,,0.970000
16543,Kepler-171 d,,0.21054510,1.070000
16544,Kepler-171 d,,,0.970000
16545,Kepler-171 d,0.2202000000,0.16415409,0.908000
